"GeneLength","gene","GeneID","C.G"
1236,"SNAPC3","6619",0.483009708737864
1593,"PSIP1","11168",0.404268675455116
4005,"CCDC171","203238",0.412983770287141
3567,"BNC2","54796",0.502663302495094
4221,"CNTLN","54875",0.397773039564084
1161,"SH3GL2","6456",0.474590869939707
5487,"ADAMTSL1","92949",0.574084199015856
1497,"SAXO1","158297",0.513026052104208
942,"RRAGA","10670",0.51380042462845
2868,"HAUS6","54801",0.387029288702929
1338,"PLIN2","123",0.490284005979073
5877,"DENND4C","55667",0.411774714990641
750,"RPS6","6194",0.470666666666667
828,"ACER2","340485",0.521739130434783
453,"MAP1LC3BP1","392288",0.494481236203091
1986,"SLC24A2","25769",0.470292044310171
1707,"MLLT3","4300",0.446983011130639
5631,"FOCAD","54914",0.450364056117919
852,"HACD4","401494",0.404929577464789
564,"IFNB1","3456",0.446808510638298
588,"IFNW1","3467",0.511904761904762
570,"IFNA21","3452",0.47719298245614
570,"IFNA4","3441",0.482456140350877
570,"IFNA7","3444",0.471929824561404
570,"IFNA10","3446",0.478947368421053
570,"IFNA16","3449",0.471929824561404
570,"IFNA17","3451",0.470175438596491
570,"IFNA14","3448",0.46140350877193
570,"IFNA5","3442",0.463157894736842
1854,"KLHL9","55958",0.413160733549083
570,"IFNA6","3443",0.492982456140351
573,"IFNA13","3447",0.49738219895288
567,"IFNA2","3440",0.488536155202822
570,"IFNA8","3445",0.471929824561404
570,"IFNA1","3439",0.496491228070175
627,"IFNE","338376",0.430622009569378
1041,"MTAP","4507",0.481268011527378
555,"CDKN2A","1029",0.686486486486486
417,"CDKN2B","1030",0.709832134292566
1515,"DMRTA1","63951",0.559075907590759
1236,"ELAVL2","1993",0.456310679611651
720,"IZUMO3","100129669",0.427777777777778
630,"TUSC1","286319",0.741269841269841
1086,"CAAP1","79886",0.490791896869245
2388,"PLAA","9373",0.42713567839196
1803,"IFT74","80173",0.378258458125347
1113,"LRRC19","64922",0.34052111410602
3375,"TEK","7010",0.477925925925926
885,"EQTN","54586",0.379661016949153
651,"MOB3B","79817",0.508448540706605
624,"IFNK","56832",0.418269230769231
1260,"LOC124902107","124902107",0.665873015873016
1446,"C9orf72","203228",0.407330567081604
327,"LOC124902135","124902135",0.443425076452599
1821,"LINGO2","158038",0.484349258649094
2694,"ACO1","48",0.474387527839644
2778,"DDX58","23586",0.4056875449964
3138,"TOPORS","10210",0.424792861695347
168,"SMIM27","100129250",0.446428571428571
387,"NDUFB6","4712",0.441860465116279
5481,"TAF1L","138474",0.46378398102536
708,"TMEM215","401498",0.576271186440678
1029,"APTX","54840",0.487852283770651
1194,"DNAJA1","3301",0.4321608040201
1542,"SMU1","55234",0.449416342412451
1197,"B4GALT1","2683",0.562238930659983
261,"SPINK4","27290",0.53639846743295
1038,"BAG1","573",0.572254335260116
660,"CHMP5","51510",0.459090909090909
3366,"NFX1","4799",0.484848484848485
1029,"AQP7","364",0.565597667638484
879,"AQP3","360",0.605233219567691
3441,"NOL6","65083",0.59895379250218
3546,"ANKRD18B","441459",0.402707275803723
335,"TRBV20OR9-2","6962",0.534328358208955
347,"TRBV21OR9-2","6959",0.443804034582133
318,"TRBV22OR9-2","246283",0.518867924528302
347,"TRBV23OR9-2","28552",0.469740634005764
350,"TRBV24OR9-2","6961",0.48
338,"TRBV25OR9-2","6960",0.482248520710059
454,"TRBVAOR9-2","246286",0.44273127753304
344,"TRBV26OR9-2","246285",0.447674418604651
333,"TRBV29OR9-2","6958",0.498498498498498
786,"PRSS3","5646",0.552162849872774
717,"UBE2R2","54926",0.479776847977685
3360,"UBAP2","55833",0.523511904761905
1362,"DCAF12","25853",0.510279001468429
1701,"UBAP1","51271",0.508524397413286
4200,"KIF24","347240",0.498095238095238
444,"NUDT2","318",0.527027027027027
2145,"MYORG","57462",0.656410256410256
900,"C9orf24","84688",0.572222222222222
558,"FAM219A","203259",0.586021505376344
2112,"DNAI1","27019",0.515151515151515
231,"ENHO","375704",0.636363636363636
1458,"CNTFR","1271",0.62002743484225
492,"RPP25L","138716",0.628048780487805
561,"DCTN3","11258",0.563279857397504
1689,"ARID3C","138715",0.661930136175252
672,"SIGMAR1","10280",0.648809523809524
1140,"GALT","2592",0.585964912280702
1269,"IL11RA","3590",0.631205673758865
339,"CCL27","10850",0.569321533923304
264,"LOC730098","730098",0.647727272727273
1419,"PHF24","23349",0.579281183932347
297,"CCL19","6363",0.585858585858586
405,"CCL21","6366",0.585185185185185
4008,"FAM205A","259308",0.533932135728543
1017,"FAM205C","100129969",0.48180924287119
1263,"DNAJB5","25822",0.554235946159937
3240,"C9orf131","138724",0.546296296296296
2421,"VCP","7415",0.508467575382074
1869,"FANCG","2189",0.570893525949706
3270,"PIGO","84720",0.576758409785933
1071,"STOML2","30968",0.568627450980392
1617,"FAM214B","80256",0.622139764996908
13023,"UNC13B","10497",0.437917530522921
4551,"RUSC2","9853",0.613711272247858
921,"FAM166B","730112",0.561346362649294
1881,"TESK1","7016",0.641679957469431
1101,"CD72","971",0.550408719346049
591,"SIT1","27240",0.626057529610829
852,"CCDC107","203260",0.604460093896714
1008,"ARHGEF39","84904",0.604166666666667
1380,"CA9","768",0.615217391304348
912,"TPM2","7169",0.601973684210526
7626,"TLN1","7094",0.573564122738002
1116,"CREB3","10488",0.544802867383513
2802,"GBA2","57704",0.551034975017844
1176,"RGP1","9827",0.557823129251701
420,"MSMP","692094",0.588095238095238
3153,"NPR2","4882",0.544877894069141
1506,"SPAG8","26206",0.564409030544489
498,"HINT2","84681",0.558232931726908
1245,"FAM221B","392307",0.539759036144578
2883,"TMEM8B","51754",0.618106139438085
939,"OR13J1","392309",0.588924387646432
348,"HRCT1","646962",0.672413793103448
228,"SPAAR","158376",0.614035087719298
960,"OR2S2","56656",0.528125
2916,"RECK","8434",0.462620027434842
510,"GLIPR2","152007",0.574509803921569
1767,"CCIN","881",0.533106960950764
747,"CLTA","1211",0.56091030789826
2262,"GNE","10020",0.470380194518126
1860,"RNF38","152006",0.53494623655914
1956,"MELK","9833",0.418200408997955
1176,"PAX5","5079",0.590986394557823
1632,"ZCCHC7","84186",0.425245098039216
1290,"GRHPR","9380",0.594573643410853
2034,"ZBTB5","9925",0.510324483775811
1446,"POLR1E","64425",0.493775933609959
3039,"FBXO10","26267",0.56071076011846
279,"TOMM5","401505",0.609318996415771
4737,"FRMPD1","22844",0.540426430230103
990,"TRMT10B","158234",0.450505050505051
828,"EXOSC3","51010",0.514492753623188
1680,"DCAF10","79269",0.525595238095238
894,"SLC25A51","92014",0.436241610738255
1530,"SHB","6461",0.643790849673203
1695,"ALDH1B1","219",0.575811209439528
837,"IGFBPL1","347252",0.692951015531661
3513,"ANKRD18A","253650",0.409336749217193
237,"FAM240B","110806297",0.476793248945148
3867,"CNTNAP3","79937",0.528575122834238
4044,"SPATA31A1","647060",0.52893175074184
1254,"FOXD4L6","653404",0.66347687400319
1188,"CBWD6","644019",0.414141414141414
3867,"CNTNAP3B","728577",0.525213343677269
4068,"SPATA31A6","389730",0.527286135693215
987,"LOC112268044","112268044",0.337386018237082
4044,"SPATA31A5","727905",0.526953511374876
642,"LOC107984126","107984126",0.437694704049844
4044,"SPATA31A7","26165",0.526211671612265
1545,"CNTNAP3C","100289279",0.489967637540453
690,"LOC107987020","107987020",0.573913043478261
495,"LOC107987004","107987004",0.642424242424242
558,"LOC107987067","107987067",0.646953405017921
1251,"FOXD4L5","653427",0.658673061550759
1188,"CBWD5","220869",0.40993265993266
1251,"FOXD4L4","349334",0.658673061550759
624,"LOC124902171","124902171",0.641025641025641
3180,"ZNF658","26149",0.408805031446541
4044,"SPATA31A3","727830",0.526953511374876
2472,"ANKRD20A1","84210",0.399676375404531
1188,"CBWD3","445571",0.40993265993266
1254,"FOXD4L3","286380",0.66347687400319
1704,"PGM5","5239",0.539319248826291
513,"TMEM252","169693",0.551656920077973
864,"PABIR1","116224",0.565972222222222
1623,"PIP5K1B","8395",0.432532347504621
1056,"PRKACG","5568",0.586174242424242
633,"FXN","2395",0.548183254344392
3666,"TJP2","9414",0.533551554828151
1812,"FAM189A2","9413",0.594922737306843
2514,"APBA1","320",0.607796340493238
1290,"PTAR1","375743",0.469767441860465
762,"CFAP95","138255",0.442257217847769
2061,"MAMDC2","256691",0.477438136826783
3306,"SMC5","23137",0.386569872958258
735,"KLF9","687",0.605442176870748
5235,"TRPM3","80036",0.502196752626552
4152,"CEMIP2","23670",0.454961464354528
882,"ABHD17B","51104",0.418367346938776
540,"C9orf85","138241",0.451851851851852
420,"C9orf57","138240",0.445238095238095
1530,"GDA","9615",0.450326797385621
642,"ZFAND5","7763",0.445482866043614
2286,"TMC1","117531",0.441382327209099
1506,"ALDH1A1","216",0.453519256308101
1074,"ANXA1","301",0.440409683426443
1413,"RORB","6096",0.471337579617834
6069,"TRPM6","140803",0.457076948426429
585,"C9orf40","55071",0.668376068376068
1230,"CARNMT1","138199",0.439024390243902
612,"NMRK1","54981",0.408496732026144
654,"OSTF1","26578",0.458715596330275
5664,"PCSK5","5125",0.531956214689266
468,"RFK","55312",0.435897435897436
1287,"GCNT1","2650",0.445221445221445
9315,"PRUNE2","158471",0.465271068169619
1299,"FOXB2","442425",0.694380292532717
9525,"VPS13A","23230",0.37259842519685
1068,"GNA14","9630",0.482209737827715
1080,"GNAQ","2776",0.475925925925926
2169,"CEP78","84131",0.448593822037805
1113,"PSAT1","29968",0.467205750224618
2619,"TLE4","7091",0.518136693394425
2445,"TLE1","7088",0.551738241308793
2754,"SPATA31D4","389761",0.477487291212781
2754,"SPATA31D3","389762",0.477487291212781
4731,"SPATA31D1","389763",0.481927710843373
2223,"RASEF","158158",0.497525865946919
1794,"FRMD3","257019",0.476588628762542
1017,"IDNK","414328",0.611602753195674
1770,"UBQLN1","29979",0.473446327683616
1101,"GKAP1","80318",0.377838328792007
4284,"KIF27","55582",0.40452847805789
843,"LOC105376335","105376335",0.65361803084223
1026,"C9orf64","84267",0.489278752436647
1395,"HNRNPK","3190",0.47168458781362
1878,"RMI1","80010",0.359957401490948
2160,"SLC28A3","64078",0.468981481481481
2517,"NTRK2","4915",0.500595947556615
3837,"AGTPBP1","23287",0.408391972895491
2178,"NAA35","60560",0.402203856749311
1206,"GOLM1","51280",0.553897180762852
288,"C9orf153","389766",0.399305555555556
390,"ISCA1","81689",0.430769230769231
4656,"TUT7","79670",0.409364261168385
1038,"GAS1","2619",0.741811175337187
4293,"DAPK1","1612",0.534125320288842
1002,"CTSL","1514",0.478043912175649
4338,"SPATA31E1","286234",0.596588289534348
3609,"SPATA31C1","441452",0.539761706844001
234,"LOC122394732","122394732",0.461538461538462
1095,"CDK20","23552",0.601826484018265
984,"LOC124902201","124902201",0.420731707317073
3405,"SPATA31C2","645961",0.53920704845815
789,"SPIN1","10927",0.463878326996198
471,"NXNL2","158046",0.639065817409766
1137,"S1PR3","1903",0.581354441512753
660,"LOC124902206","124902206",0.459090909090909
1785,"SHC3","53358",0.600560224089636
240,"CKS2","1164",0.4375
2565,"SECISBP2","79048",0.461988304093567
2589,"SEMA4D","10507",0.555040556199305
480,"GADD45G","10912",0.629166666666667
600,"DIRAS2","54769",0.568333333333333
1908,"SYK","6850",0.523060796645702
1050,"AUH","549",0.521904761904762
1389,"NFIL3","4783",0.443484521238301
2832,"ROR2","4920",0.613700564971751
1542,"SPTLC1","10558",0.45201037613489
3852,"IARS1","3376",0.442627206645898
3504,"NOL8","55035",0.413812785388128
867,"CENPP","401541",0.459054209919262
1071,"OGN","4969",0.38562091503268
1266,"OMD","4958",0.353080568720379
1143,"ASPN","54829",0.378827646544182
2100,"ECM2","1842",0.421428571428571
1476,"IPPK","64768",0.521680216802168
2568,"BICD2","23299",0.625
753,"LOC124902211","124902211",0.713147410358566
2655,"ZNF484","83744",0.40225988700565
2178,"FGD3","89846",0.610192837465565
768,"SUSD3","203328",0.639322916666667
552,"CARD19","84270",0.621376811594203
459,"NINJ1","4814",0.62962962962963
6894,"WNK2","65268",0.664635915288657
771,"FAM120AOS","158293",0.642023346303502
3441,"FAM120A","23196",0.564661435629178
3294,"PHF2","5253",0.579234972677596
1977,"LOC124902215","124902215",0.549822964087
765,"BARX1","56033",0.687581699346405
2427,"PTPDC1","138639",0.493201483312732
1815,"ZNF169","169841",0.542699724517906
2271,"NUTM2F","54754",0.632320563628358
1521,"MFSD14B","84641",0.507560815253123
1020,"FBP2","8789",0.544117647058823
1017,"FBP1","2203",0.542772861356932
2580,"AOPEP","84909",0.510077519379845
1677,"FANCC","2176",0.485390578413834
4344,"PTCH1","5727",0.562154696132597
4653,"ERCC6L2","375748",0.393939393939394
933,"HSD17B3","3293",0.47481243301179
1014,"SLC35D2","11046",0.460552268244576
1053,"ZNF367","195828",0.630579297245964
1242,"HABP4","22927",0.593397745571659
1563,"CDC14B","8555",0.45233525271913
681,"PRXL2C","195827",0.537444933920705
2052,"ZNF510","22869",0.39083820662768
2100,"ZNF782","158431",0.415238095238095
2226,"NUTM2G","441457",0.630727762803235
1005,"CTSV","1515",0.477611940298507
915,"LOC107987025","107987025",0.721311475409836
4974,"CCDC180","100499483",0.512665862484922
3297,"TDRD7","23424",0.435850773430391
1080,"TMOD1","7111",0.510185185185185
1551,"TSTD2","158427",0.461637653127015
2373,"NCBP1","4686",0.429835651074589
822,"XPA","7507",0.448905109489051
1122,"FOXE1","2304",0.737076648841355
1326,"TRMO","51531",0.499245852187029
1455,"HEMGN","55363",0.398625429553265
756,"ANP32B","10541",0.439153439153439
1080,"NANS","54187",0.531481481481481
1329,"TRIM14","9830",0.638073739653875
1578,"CORO2A","7464",0.568441064638783
2787,"TBC1D2","55357",0.610692500897022
2826,"GABBR2","9568",0.552016985138004
2616,"ANKS6","203286",0.612767584097859
1746,"GALNT12","79695",0.572164948453608
4167,"COL15A1","1306",0.578833693304536
1524,"TGFBR1","7046",0.448162729658793
1251,"ALG2","85365",0.540367705835332
378,"SEC61B","10952",0.447089947089947
1914,"NR4A3","8013",0.577847439916405
909,"STX17","55014",0.432343234323432
1221,"ERP44","23071",0.397215397215397
3198,"INVS","27130",0.489368355222014
2790,"TEX10","54881",0.424014336917563
1365,"MSANTD3-TMEFF1","100526694",0.433699633699634
828,"MSANTD3","91283",0.464975845410628
1143,"TMEFF1","8577",0.453193350831146
1095,"CAVIN4","347273",0.450228310502283
978,"PLPPR1","54886",0.480572597137014
1257,"BAAT","570",0.482895783611774
477,"MRPL50","54534",0.433962264150943
1881,"ZNF189","7743",0.416799574694312
1095,"ALDOB","229",0.535159817351598
1212,"PGAP4","84302",0.565181518151815
2928,"RNF20","56254",0.474043715846995
3348,"GRIN3A","116443",0.518817204301075
513,"PPP3R2","5535",0.532163742690059
1047,"CYLC2","1539",0.383954154727794
3594,"SMC2","10592",0.387312186978297
960,"OR13F1","138805",0.463541666666667
957,"OR13C4","138804",0.413793103448276
954,"OR13C3","138803",0.414046121593291
963,"OR13C8","138802",0.440290758047767
957,"OR13C5","138799",0.438871473354232
957,"OR13C2","392376",0.442006269592476
957,"OR13C9","286362",0.438871473354232
945,"OR13D1","286365",0.424338624338624
744,"NIPSNAP3A","25934",0.44489247311828
744,"NIPSNAP3B","55335",0.42741935483871
6786,"ABCA1","19",0.501178897730622
2214,"SLC44A1","23446",0.439476061427281
1644,"FSD1L","83856",0.39051094890511
1467,"FKTN","2218",0.392638036809816
327,"TAL2","6887",0.53822629969419
876,"TMEM38B","55151",0.438356164383562
7704,"ZNF462","58499",0.504932502596054
1230,"RAD23B","5887",0.466666666666667
1542,"KLF4","9314",0.653047989623865
1248,"ACTL7B","10880",0.64823717948718
1308,"ACTL7A","10881",0.571865443425077
3999,"ELP1","8518",0.461615403850963
546,"ABITRAM","54942",0.428571428571429
2205,"CTNNAL1","8727",0.410884353741497
2640,"TMEM245","23731",0.516287878787879
882,"FRRS1L","23732",0.54875283446712
2826,"EPB41L4B","54566",0.541047416843595
2805,"PTPN3","5774",0.478787878787879
4008,"PALM2AKAP2","445815",0.530189620758483
720,"C9orf152","401546",0.556944444444444
318,"TXN","7295",0.427672955974843
417,"TXNDC8","255220",0.366906474820144
10716,"SVEP1","79987",0.482642777155655
2640,"MUSK","4593",0.49280303030303
1095,"LPAR1","1902",0.498630136986301
951,"OR2K2","26248",0.450052576235542
5538,"ECPAS","23392",0.446731672083785
2235,"ZNF483","158399",0.412975391498881
990,"PTGR1","22949",0.463636363636364
462,"DNAJC25-GNG10","552891",0.703463203463203
1083,"DNAJC25","548645",0.507848568790397
207,"GNG10","2790",0.584541062801932
4527,"SHOC1","158401",0.363596200574332
1185,"UGCG","7357",0.416033755274262
2313,"SUSD1","64420",0.488543017725897
1722,"PTBP3","9991",0.447735191637631
1257,"HSDL2","84263",0.411296738265712
2235,"KIAA1958","158405",0.528859060402685
315,"INIP","58493",0.444444444444444
1332,"SNX30","401548",0.506006006006006
1428,"SLC46A2","57864",0.586834733893557
1140,"ZNF883","169834",0.390350877192982
1938,"ZFP37","7539",0.405572755417957
432,"SLC31A2","1318",0.525462962962963
3660,"FKBP15","23307",0.511748633879781
573,"SLC31A1","1317",0.485165794066318
258,"CDC26","246184",0.449612403100775
1569,"PRPF4","9128",0.493945188017846
579,"RNF183","138065",0.621761658031088
1104,"WDR31","114987",0.484601449275362
1224,"BSPRY","54836",0.615196078431373
756,"HDHD3","81932",0.62037037037037
1119,"ALAD","210",0.596067917783735
444,"POLE3","54107",0.527027027027027
1440,"C9orf43","257169",0.468055555555556
3285,"RGS3","5998",0.596651445966514
2970,"ZNF618","114991",0.582154882154882
1059,"AMBP","259",0.565627950897073
2010,"KIF12","113220",0.647761194029851
5583,"COL27A1","85301",0.646605767508508
606,"ORM1","5004",0.526402640264026
606,"ORM2","5005",0.526402640264026
4320,"AKNA","80709",0.625462962962963
2757,"WHRN","25861",0.644541167936162
357,"ATP6V1G1","9550",0.535014005602241
1230,"TMEM268","203197",0.572357723577236
213,"TEX53","105376230",0.511737089201878
363,"TEX48","100505478",0.493112947658402
756,"TNFSF15","9966",0.529100529100529
705,"TNFSF8","944",0.480851063829787
7155,"TNC","3371",0.548986722571628
4884,"PAPPA","5069",0.567567567567568
4020,"ASTN2","23245",0.58955223880597
1962,"TRIM32","22954",0.545361875637105
2520,"TLR4","7099",0.428571428571429
2286,"BRINP1","1620",0.545494313210849
5682,"CDK5RAP2","55755",0.479760647659275
1809,"MEGF9","1955",0.555002763957988
1461,"FBXW2","26190",0.473648186173854
1110,"B3GALT9","100288842",0.404504504504504
1515,"PSMD5","5711",0.450825082508251
1920,"PHF19","26147",0.578125
1251,"TRAF1","7185",0.601119104716227
5049,"C5","727",0.405228758169935
7080,"CNTRL","11064",0.429519774011299
648,"RAB14","51552",0.427469135802469
2349,"GSN","2934",0.613452532992763
867,"STOM","2040",0.486735870818916
303,"GGTA1","2681",0.409240924092409
3570,"DAB2IP","153090",0.628851540616246
2133,"TTLL11","158135",0.56868260665729
519,"NDUFA8","4702",0.497109826589595
486,"MORN5","254956",0.489711934156379
1179,"LHX6","26468",0.648006785411366
573,"RBM18","92400",0.457242582897033
852,"MRRF","92399",0.457746478873239
1800,"PTGS1","5742",0.569444444444444
969,"OR1J1","347168",0.494324045407637
942,"OR1J2","26740",0.497876857749469
942,"OR1J4","26219",0.48619957537155
936,"OR1N1","138883",0.503205128205128
951,"OR1N2","138882",0.49211356466877
930,"OR1L8","138881",0.478494623655914
945,"OR1Q1","158131",0.492063492063492
954,"OR1B1","347169",0.517819706498952
933,"OR1L1","26737",0.437299035369775
975,"OR1L3","26735",0.426666666666667
936,"OR1L4","254973",0.487179487179487
936,"OR1L6","392390",0.498931623931624
963,"OR5C1","392391",0.586708203530633
951,"OR1K1","392392",0.590956887486856
906,"PDCL","5082",0.502207505518764
3576,"RC3H2","54542",0.44407158836689
1275,"ZBTB6","10773",0.404705882352941
1326,"ZBTB26","57684",0.412518853695324
3210,"RABGAP1","23637",0.437071651090343
1050,"GPR21","2844",0.454285714285714
2019,"STRBP","55342",0.437840515106488
3858,"CRB2","286204",0.678589942975635
3267,"DENND1A","57706",0.581879400061218
1221,"LHX2","9355",0.634725634725635
1074,"NEK6","10783",0.571694599627561
834,"PSMB7","5695",0.5
2949,"ADGRD2","347088",0.661241098677518
1386,"NR5A1","2516",0.641414141414141
1443,"NR6A1","2649",0.524601524601525
1959,"OLFML2A","169611",0.626850433894844
948,"WDR38","401551",0.610759493670886
372,"RPL35","11224",0.56989247311828
471,"ARPC5L","81873",0.687898089171974
2304,"GOLGA1","2800",0.491753472222222
1890,"SCAI","286205",0.424867724867725
1029,"PPP6C","5537",0.445092322643343
1143,"RABEPK","10244",0.509186351706037
1965,"HSPA5","3309",0.476844783715013
4464,"GAPVD1","26130",0.453853046594982
1569,"MAPKAP1","79109",0.472275334608031
1368,"PBX3","5090",0.500730994152047
1014,"MVB12B","89853",0.546351084812623
1221,"LMX1B","4010",0.644553644553645
1404,"ZBTB43","23099",0.502136752136752
1545,"ZBTB34","403341",0.52168284789644
1824,"RALGPS1","9649",0.512061403508772
1482,"ANGPTL2","23452",0.595141700404858
3231,"GARNL3","84253",0.498297740637573
1800,"SLC2A8","29988",0.680555555555556
1497,"ZNF79","7633",0.533066132264529
498,"RPL12","6136",0.516064257028112
2172,"LRSAM1","90678",0.564917127071823
2460,"NIBAN2","64855",0.614634146341463
1812,"STXBP1","6812",0.532008830022075
1563,"CFAP157","286207",0.583493282149712
645,"PTRH1","138428",0.682170542635659
2622,"TTC16","158248",0.600686498855835
966,"TOR2A","27433",0.656314699792961
2583,"SH2D3C","10044",0.62175764614789
1119,"CDK9","1025",0.57372654155496
1764,"FPGS","2356",0.646825396825397
1977,"ENG","2022",0.614061709661103
633,"AK1","203",0.578199052132701
1125,"ST6GALNAC6","30815",0.607111111111111
909,"ST6GALNAC4","27090",0.638063806380638
1335,"PIP5KL1","138429",0.668164794007491
255,"DPM2","8818",0.56078431372549
1155,"FAM102A","399665",0.60952380952381
984,"NAIF1","203245",0.644308943089431
1548,"SLC25A25","114789",0.595607235142119
1134,"PTGES2","80142",0.652557319223986
597,"LCN2","3934",0.52428810720268
252,"BBLN","79095",0.650793650793651
2865,"CIZ1","25792",0.603839441535777
2604,"DNM1","1759",0.592933947772657
3090,"GOLGA2","2801",0.573139158576052
540,"SWI5","375757",0.575925925925926
996,"TRUB2","26995",0.583333333333333
798,"COQ4","51117",0.641604010025063
1965,"SLC27A4","10999",0.603053435114504
441,"URM1","81605",0.578231292517007
1788,"CERCAM","51148",0.633668903803132
2895,"ODF2","4957",0.539205526770294
2133,"GLE1","2733",0.526019690576653
7533,"SPTAN1","6709",0.530731448294172
1611,"DYNC2I2","89891",0.645561762880199
873,"SET","6418",0.422680412371134
2691,"PKN3","29941",0.638052768487551
969,"ZDHHC12","84885",0.639834881320949
2301,"ZER1","10444",0.569752281616688
1203,"TBC1D13","54662",0.542809642560266
894,"ENDOG","2021",0.686800894854586
1158,"SPOUT1","51490",0.600172711571675
1551,"KYAT1","883",0.575757575757576
2433,"LRRC8A","56262",0.59350595972051
894,"PHYHD1","254295",0.58165548098434
1617,"DOLK","22845",0.558441558441558
5250,"NUP188","23511",0.521904761904762
1287,"SH3GLB2","56904",0.607614607614608
1974,"MIGA2","84895",0.626139817629179
717,"DOLPP1","57171",0.577405857740586
1884,"CRAT","1384",0.593949044585987
1497,"PTPA","5524",0.565798263193053
1215,"IER5L","389792",0.74320987654321
603,"LOC124900275","124900275",0.575456053067993
1296,"C9orf50","375759",0.671296296296296
672,"NTMT1","28989",0.583333333333333
1266,"ASB6","140459",0.606635071090047
762,"PRRX2","51450",0.71259842519685
459,"PTGES","9536",0.640522875816993
1011,"TOR1B","27348",0.528189910979229
999,"TOR1A","1861",0.4994994994995
870,"C9orf78","51759",0.504597701149425
2745,"USP20","10868",0.604371584699454
1953,"FNBP1","23048",0.46594982078853
1803,"GPR107","57720",0.476982806433722
573,"NCS1","23413",0.542757417102967
15240,"HMCN2","256158",0.646325459317585
1239,"ASS1","445",0.560936238902341
1719,"FUBP3","8939",0.547411285631181
1104,"PRDM12","59335",0.666666666666667
882,"EXOSC2","23404",0.503401360544218
3450,"ABL1","25",0.588405797101449
411,"QRFP","347148",0.644768856447689
1386,"FIBCD1","84929",0.673881673881674
4746,"LAMC3","10319",0.648546144121365
531,"AIF1L","83543",0.529190207156309
6273,"NUP214","8021",0.518412242945959
852,"FAM78A","286336",0.617370892018779
816,"PLPP7","84814",0.669117647058823
6690,"PRRC2B","84726",0.593572496263079
2244,"POMT1","10585",0.56729055258467
849,"UCK1","83549",0.578327444051826
972,"PRRT1B","642515",0.709876543209877
3822,"RAPGEF1","2889",0.56567242281528
1026,"MED27","9442",0.507797270955166
1911,"NTNG2","84628",0.65410779696494
8121,"SETX","23064",0.409186060829947
2817,"TTF1","7270",0.44408945686901
963,"CFAP77","389799",0.607476635514019
984,"BARHL1","56751",0.671747967479675
2268,"DDX31","64794",0.495149911816578
2469,"GTF3C4","9329",0.508302956662616
1476,"AK8","158067",0.546747967479675
669,"SPACA9","11092",0.569506726457399
3495,"TSC1","7248",0.506723891273247
1059,"GFI1B","8328",0.625118035882908
1614,"GTF3C5","9328",0.599752168525403
678,"LOC124902325","124902325",0.610619469026549
2262,"CEL","1056",0.646330680813439
2745,"RALGDS","5900",0.602550091074681
1044,"GBGT1","26301",0.592911877394636
669,"OBP2B","29989",0.588938714499253
1086,"SURF6","6838",0.649171270718232
603,"MED22","6837",0.60530679933665
801,"RPL7A","6130",0.535580524344569
903,"SURF1","6834",0.581395348837209
771,"SURF2","6835",0.603112840466926
906,"SURF4","6836",0.560706401766004
2043,"STKLD1","169436",0.585903083700441
1269,"REXO4","57109",0.54688731284476
4284,"ADAMTS13","11093",0.651260504201681
702,"CACFD1","11094",0.628205128205128
1524,"SLC2A6","11182",0.659448818897638
666,"MYMK","389827",0.594594594594595
3066,"ADAMTSL2","9719",0.644814090019569
501,"FAM163B","642968",0.668662674650699
1854,"DBH","1621",0.612729234088457
2757,"SARDH","1757",0.64018861080885
2760,"VAV2","7410",0.567391304347826
255,"BRD3OS","266655",0.556862745098039
2181,"BRD3","8019",0.588720770288858
1005,"WDR5","11091",0.48955223880597
1389,"RXRA","6256",0.6321094312455
5517,"COL5A1","1289",0.643828167482327
942,"FCN2","2220",0.605095541401274
981,"FCN1","2219",0.590214067278288
1458,"OLFM1","10439",0.563100137174211
3630,"PPP1R26","9858",0.633057851239669
411,"PIERCE1","138162",0.574209245742092
891,"MRPS2","51116",0.616161616161616
702,"LCN1","3933",0.615384615384615
687,"OBP2A","29991",0.604075691411936
615,"PAEP","5047",0.580487804878049
546,"LOC102723971","102723971",0.604395604395604
939,"GLT6D1","360203",0.494142705005325
474,"LCN9","392399",0.512658227848101
1230,"SOHLH1","402381",0.659349593495935
3852,"KCNT1","57582",0.62331256490135
4842,"CAMSAP1","157922",0.564849235852953
1218,"UBAC1","10422",0.567323481116585
1764,"NACC2","138151",0.682539682539683
420,"TMEM250","90120",0.657142857142857
1209,"LHX3","8022",0.684036393713813
2097,"QSOX2","169714",0.586552217453505
6774,"CCDC187","399693",0.659875996457042
2028,"GPSM1","26086",0.673570019723866
537,"DNLZ","728489",0.698324022346369
1611,"CARD9","64170",0.645561762880199
4410,"SNAPC4","6621",0.635827664399093
1455,"ENTR1","10807",0.579381443298969
1692,"PMPCA","23203",0.569148936170213
1935,"INPP5E","56623",0.655813953488372
7140,"SEC16A","9919",0.578151260504202
7668,"NOTCH1","4851",0.658189880020866
822,"EGFL7","51162",0.665450121654501
837,"AGPAT2","10555",0.637992831541219
1296,"DIPK1B","138311",0.658950617283951
936,"LOC124900276","124900276",0.68482905982906
603,"LCN10","414332",0.601990049751244
492,"LCN6","158062",0.599593495934959
549,"LCN8","138307",0.608378870673953
