GeneId	shNC-1	shNC-2	shMIB1-1	shMIB1-2
ENSG00000057149	0	0	0	0
ENSG00000057252	858	975	1030	800
ENSG00000057294	567	787	556	658
ENSG00000057468	4	5	14	5
ENSG00000057593	0	0	1	2
ENSG00000057608	2730	3324	3031	2228
ENSG00000057657	43	107	55	137
ENSG00000057663	770	1015	851	739
ENSG00000057704	275	409	334	391
ENSG00000057757	598	637	818	530
ENSG00000057935	682	821	793	630
ENSG00000058056	653	745	772	553
ENSG00000058063	907	1740	1117	1433
ENSG00000058085	1115	2235	5741	6931
ENSG00000058091	224	319	163	172
ENSG00000058262	4891	5473	5231	4272
ENSG00000058272	971	1575	1285	1316
ENSG00000058335	9	16	13	15
ENSG00000058404	3	3	8	8
ENSG00000058453	435	313	394	335
ENSG00000058600	1036	1155	1202	892
ENSG00000058668	1614	2302	1671	1975
ENSG00000058673	2097	2840	2709	2585
ENSG00000058729	353	457	499	287
ENSG00000058799	257	344	284	262
ENSG00000058804	1547	2136	1584	1112
ENSG00000058866	161	138	171	116
ENSG00000059122	758	775	817	767
ENSG00000059145	237	230	250	216
ENSG00000059377	12	13	18	14
ENSG00000059378	346	348	521	484
ENSG00000059573	2119	2339	2392	1877
ENSG00000059588	171	145	197	129
ENSG00000059691	506	594	527	443
ENSG00000059728	80	119	216	278
ENSG00000059758	429	653	373	466
ENSG00000059769	138	166	209	126
ENSG00000059804	12	13	16	6
ENSG00000059915	115	73	91	80
ENSG00000060069	654	706	644	622
ENSG00000060138	3458	4658	5189	4293
ENSG00000060140	124	144	168	143
ENSG00000060237	2750	3961	3854	3851
ENSG00000060303	0	0	0	0
ENSG00000060339	1846	2337	2050	1426
ENSG00000060491	1611	1336	1554	1449
ENSG00000060558	0	4	3	6
ENSG00000060566	31	37	36	40
ENSG00000060642	200	214	165	164
ENSG00000060656	1306	1673	1858	2069
ENSG00000060688	1179	1354	1291	864
ENSG00000060709	0	0	0	1
ENSG00000060718	0	0	2	1
ENSG00000060749	1713	2200	2007	1585
ENSG00000060762	148	194	158	154
ENSG00000060971	646	639	728	632
ENSG00000060982	0	0	0	1
ENSG00000061273	412	391	534	478
ENSG00000061337	141	163	126	159
ENSG00000061455	7	5	4	6
ENSG00000061492	0	0	0	0
ENSG00000061656	17	15	18	13
ENSG00000061676	2610	4128	3672	3145
ENSG00000061794	1135	1451	1263	877
ENSG00000061918	0	1	0	0
ENSG00000061936	1024	1213	1211	985
ENSG00000061938	595	651	804	856
ENSG00000061987	570	826	692	696
ENSG00000062038	3171	4177	3670	4274
ENSG00000062096	0	0	0	0
ENSG00000062194	1114	1477	1092	975
ENSG00000062282	83	90	74	105
ENSG00000062370	62	67	102	58
ENSG00000062485	4716	6185	5229	4736
ENSG00000062524	164	153	154	270
ENSG00000062582	739	616	510	362
ENSG00000062598	519	665	525	604
ENSG00000062650	1322	1755	1653	1242
ENSG00000062716	2057	2497	2729	2229
ENSG00000062725	959	1316	891	890
ENSG00000062822	1200	1104	1259	959
ENSG00000063015	0	0	1	0
ENSG00000063046	13050	18652	11611	11013
ENSG00000063127	5	6	6	5
ENSG00000063169	196	133	149	157
ENSG00000063176	154	153	218	168
ENSG00000063177	9389	9028	10630	8471
ENSG00000063180	138	153	169	104
ENSG00000063241	478	435	449	408
ENSG00000063244	3497	3612	3807	2839
ENSG00000063245	1131	946	1272	1051
ENSG00000063322	525	699	788	619
ENSG00000063438	14	7	5	6
ENSG00000063515	0	0	0	0
ENSG00000063587	437	501	334	324
ENSG00000063601	512	708	711	591
ENSG00000063660	2184	2238	3301	2971
ENSG00000063761	151	182	201	177
ENSG00000063854	379	390	449	430
ENSG00000063978	1440	1976	1532	1460
ENSG00000064012	358	519	604	426
ENSG00000064042	205	255	160	152
ENSG00000064102	834	1118	1023	816
ENSG00000064115	810	1200	1357	1020
ENSG00000064195	4	2	1	1
ENSG00000064199	133	150	124	96
ENSG00000064201	0	0	0	0
ENSG00000064205	0	0	1	2
ENSG00000064218	1	2	2	0
ENSG00000064225	187	167	242	167
ENSG00000064270	258	348	211	308
ENSG00000064300	379	355	277	387
ENSG00000064309	300	416	337	383
ENSG00000064313	1489	1972	1850	1672
ENSG00000064393	1316	2334	1820	2306
ENSG00000064419	1960	2472	2388	1880
ENSG00000064489	186	109	117	101
ENSG00000064490	391	333	433	412
ENSG00000064545	874	850	967	904
ENSG00000064547	259	337	329	333
ENSG00000064601	1419	1566	2263	1731
ENSG00000064607	1550	1617	1884	1577
ENSG00000064651	762	1036	779	684
ENSG00000064652	172	208	218	167
ENSG00000064655	0	0	0	0
ENSG00000064666	2960	3905	3924	4136
ENSG00000064687	868	936	1049	1325
ENSG00000064692	4	3	5	2
ENSG00000064703	524	599	493	338
ENSG00000064726	1536	2186	1398	1359
ENSG00000064763	79	97	107	60
ENSG00000064787	3	10	11	15
ENSG00000064835	0	0	0	0
ENSG00000064886	1	0	1	0
ENSG00000064932	1052	1094	1382	1347
ENSG00000064933	548	816	581	513
ENSG00000064961	1706	1816	1684	1688
ENSG00000064989	22	57	33	58
ENSG00000064995	492	506	526	441
ENSG00000064999	880	1238	1006	1148
ENSG00000065000	3693	4715	4561	5212
ENSG00000065029	456	501	464	444
ENSG00000065054	560	590	595	565
ENSG00000065057	360	310	370	353
ENSG00000065060	598	908	638	580
ENSG00000065135	1996	2685	1987	1915
ENSG00000065150	4692	6087	5944	3878
ENSG00000065154	2495	3337	2421	2239
ENSG00000065183	2028	2637	2468	1552
ENSG00000065243	1031	1657	1474	1461
ENSG00000065268	1182	1119	1331	953
ENSG00000065308	988	1155	1263	1146
ENSG00000065320	263	412	302	465
ENSG00000065325	0	0	0	0
ENSG00000065328	1140	1321	1129	724
ENSG00000065357	670	855	1071	1101
ENSG00000065361	592	759	665	625
ENSG00000065371	1	0	0	0
ENSG00000065413	54	97	63	104
ENSG00000065427	3531	4178	4115	2973
ENSG00000065457	206	287	284	238
ENSG00000065485	582	629	710	629
ENSG00000065491	315	368	395	359
ENSG00000065518	955	902	1072	739
ENSG00000065526	2598	3586	3491	3339
ENSG00000065534	98	137	90	171
ENSG00000065548	1775	2396	2065	1504
ENSG00000065559	1028	1405	1372	1095
ENSG00000065600	335	369	333	260
ENSG00000065609	0	0	0	1
ENSG00000065613	1756	2520	1816	1711
ENSG00000065615	453	569	474	457
ENSG00000065618	155	217	337	269
ENSG00000065621	1003	1046	1260	876
ENSG00000065665	89	110	135	74
ENSG00000065675	124	95	119	110
ENSG00000065717	403	354	300	255
ENSG00000065802	503	593	593	504
ENSG00000065809	522	876	485	589
ENSG00000065833	1182	1901	1762	1556
ENSG00000065882	1272	1571	1504	1505
ENSG00000065883	541	698	667	618
ENSG00000065911	4648	6153	3379	2811
ENSG00000065923	625	881	880	1024
ENSG00000065970	601	848	689	720
ENSG00000065978	17443	20780	22460	15090
ENSG00000065989	875	1192	946	1014
ENSG00000066027	779	995	904	831
ENSG00000066032	0	0	0	0
ENSG00000066044	2524	2905	2826	2229
ENSG00000066056	1	1	1	5
ENSG00000066084	1657	2380	2022	2000
ENSG00000066117	1336	1539	1654	1272
ENSG00000066135	862	1282	1124	1217
ENSG00000066136	612	744	796	610
ENSG00000066185	20	19	15	15
ENSG00000066230	52	65	72	40
ENSG00000066248	105	116	96	151
ENSG00000066279	1266	1487	1195	1037
ENSG00000066294	0	0	0	0
ENSG00000066322	1157	1819	1641	2067
ENSG00000066336	0	0	0	0
ENSG00000066379	229	231	289	201
ENSG00000066382	0	0	0	0
ENSG00000066405	0	0	0	0
ENSG00000066422	738	939	813	740
ENSG00000066427	218	286	230	228
ENSG00000066455	623	794	536	529
ENSG00000066468	393	555	363	401
ENSG00000066557	402	666	438	403
ENSG00000066583	826	1123	894	610
ENSG00000066629	239	257	242	242
ENSG00000066651	329	411	395	338
ENSG00000066654	826	1048	973	681
ENSG00000066697	331	382	527	414
ENSG00000066735	405	308	315	284
ENSG00000066739	268	326	361	383
ENSG00000066777	609	873	686	644
ENSG00000066813	0	0	0	0
ENSG00000066827	99	143	146	119
ENSG00000066855	594	911	716	634
ENSG00000066923	7	10	11	10
ENSG00000066926	762	945	967	748
ENSG00000066933	402	577	476	535
ENSG00000067048	0	0	0	0
ENSG00000067057	5596	6658	6212	6425
ENSG00000067064	807	1370	698	1128
ENSG00000067066	583	866	1016	1098
ENSG00000067082	2379	3314	2632	3278
ENSG00000067113	160	178	202	171
ENSG00000067141	951	1210	1117	1207
ENSG00000067167	2413	3588	2682	2649
ENSG00000067177	556	869	789	696
ENSG00000067182	969	1219	1921	1590
ENSG00000067191	159	119	134	116
ENSG00000067208	358	573	439	501
ENSG00000067221	69	78	81	70
ENSG00000067225	31205	34694	42393	37266
ENSG00000067248	788	1096	933	655
ENSG00000067334	1513	1897	1506	1160
ENSG00000067365	142	183	213	185
ENSG00000067369	1402	1665	1745	1440
ENSG00000067445	0	0	1	0
ENSG00000067533	643	726	734	463
ENSG00000067560	10943	14717	13555	13245
ENSG00000067596	1168	1608	1334	1288
ENSG00000067601	11	24	20	7
ENSG00000067606	608	816	726	831
ENSG00000067646	0	0	0	0
ENSG00000067704	3240	3965	3317	2585
ENSG00000067715	533	407	382	284
ENSG00000067798	117	93	127	78
ENSG00000067829	615	751	858	969
ENSG00000067836	221	259	224	315
ENSG00000067840	0	0	2	0
ENSG00000067842	0	0	1	0
ENSG00000067900	1534	2204	2063	1881
ENSG00000067955	1145	1614	1156	1010
ENSG00000067992	428	580	356	479
ENSG00000068001	785	872	966	875
ENSG00000068024	316	369	385	306
ENSG00000068028	393	336	380	293
ENSG00000068078	739	680	826	774
ENSG00000068079	160	198	305	390
ENSG00000068097	633	865	738	666
ENSG00000068120	1396	1398	1476	1315
ENSG00000068137	692	604	690	682
ENSG00000068305	566	794	766	837
ENSG00000068308	808	1052	1038	968
ENSG00000068323	300	384	351	426
ENSG00000068354	178	194	217	262
ENSG00000068366	1046	1955	1269	1647
ENSG00000068383	211	262	259	199
ENSG00000068394	429	606	432	476
ENSG00000068400	636	745	779	848
ENSG00000068438	910	1105	1035	828
ENSG00000068489	825	1183	1044	826
ENSG00000068615	217	281	221	200
ENSG00000068650	1348	1786	1323	1561
ENSG00000068654	2076	2692	2702	1987
ENSG00000068697	1380	1710	1276	1188
ENSG00000068724	475	595	484	581
ENSG00000068745	1022	1289	1249	1274
ENSG00000068781	0	6	0	0
ENSG00000068784	484	676	569	438
ENSG00000068796	682	969	740	685
ENSG00000068831	132	129	111	126
ENSG00000068878	1926	2561	2432	2262
ENSG00000068885	457	634	377	370
ENSG00000068903	281	449	468	575
ENSG00000068912	502	681	529	543
ENSG00000068971	228	272	260	419
ENSG00000068976	10	4	10	8
ENSG00000068985	0	0	0	0
ENSG00000069011	392	372	510	422
ENSG00000069018	0	0	0	0
ENSG00000069020	69	113	100	193
ENSG00000069122	1	1	0	0
ENSG00000069188	1	3	0	1
ENSG00000069206	0	0	0	0
ENSG00000069248	1234	1709	1397	1057
ENSG00000069275	4523	6506	5898	4443
ENSG00000069329	2238	2844	2450	2047
ENSG00000069345	1809	2027	1916	1399
ENSG00000069399	159	117	158	167
ENSG00000069424	286	278	473	332
ENSG00000069431	0	1	0	0
ENSG00000069482	448	351	543	263
ENSG00000069493	15	15	14	11
ENSG00000069509	216	260	266	183
ENSG00000069535	1505	1910	1001	1094
ENSG00000069667	0	0	0	0
ENSG00000069696	0	1	2	1
ENSG00000069702	263	369	322	319
ENSG00000069764	9	7	7	14
ENSG00000069812	256	271	202	242
ENSG00000069849	2537	2605	2388	1874
ENSG00000069869	331	458	337	370
ENSG00000069943	98	127	132	120
ENSG00000069956	2038	2768	2286	2013
ENSG00000069966	446	543	483	473
ENSG00000069974	84	152	133	110
ENSG00000069998	1078	1216	1205	959
ENSG00000070010	1368	1682	1612	1302
ENSG00000070018	632	774	788	716
ENSG00000070019	0	0	0	0
ENSG00000070031	0	0	0	0
ENSG00000070047	1747	2081	1868	1969
ENSG00000070061	1166	1438	1322	1229
ENSG00000070081	434	626	602	519
ENSG00000070087	2015	2554	2963	2154
ENSG00000070159	828	1302	1015	1175
ENSG00000070182	189	277	124	228
ENSG00000070190	19	32	40	70
ENSG00000070193	0	0	0	0
ENSG00000070214	1439	1897	1483	1348
ENSG00000070269	175	235	285	213
ENSG00000070366	573	648	634	619
ENSG00000070367	1080	1790	1375	1352
ENSG00000070371	135	194	179	180
ENSG00000070388	7	5	4	1
ENSG00000070404	581	499	663	569
ENSG00000070413	1211	1488	1580	1972
ENSG00000070423	1321	927	1190	849
ENSG00000070444	291	394	342	458
ENSG00000070476	302	377	372	320
ENSG00000070495	1022	1091	1107	844
ENSG00000070501	386	420	407	324
ENSG00000070526	0	0	0	1
ENSG00000070540	325	401	274	363
ENSG00000070601	37	38	29	27
ENSG00000070610	900	1079	1093	1135
ENSG00000070614	946	1208	1217	1258
ENSG00000070669	1582	2376	1254	1293
ENSG00000070718	454	540	540	349
ENSG00000070729	5	2	7	8
ENSG00000070731	113	156	149	216
ENSG00000070748	0	2	0	0
ENSG00000070756	36417	49423	42642	38503
ENSG00000070759	90	90	44	84
ENSG00000070761	808	840	783	556
ENSG00000070770	1718	2174	2002	1626
ENSG00000070778	226	356	233	347
ENSG00000070785	306	360	353	284
ENSG00000070808	0	0	0	0
ENSG00000070814	3171	3311	3395	2556
ENSG00000070831	4346	5602	5841	4677
ENSG00000070882	1268	1601	1703	1268
ENSG00000070886	2	1	2	3
ENSG00000070915	1	0	1	0
ENSG00000070950	561	714	578	373
ENSG00000070961	1341	1799	1379	1307
ENSG00000070985	1	0	0	1
ENSG00000071051	444	444	454	381
ENSG00000071054	2134	2981	3076	2707
ENSG00000071073	193	359	230	315
ENSG00000071082	6552	5770	7772	5209
ENSG00000071127	4748	6040	5693	6088
ENSG00000071189	553	876	642	659
ENSG00000071203	0	0	0	0
ENSG00000071205	612	831	757	697
ENSG00000071242	152	192	93	174
ENSG00000071243	154	197	108	97
ENSG00000071246	422	489	503	527
ENSG00000071282	89	104	80	125
ENSG00000071462	1789	1755	1812	1348
ENSG00000071537	845	1255	1236	1052
ENSG00000071539	985	1036	831	561
ENSG00000071553	901	1057	1427	1268
ENSG00000071564	2796	3180	3210	2951
ENSG00000071575	304	286	293	247
ENSG00000071626	2657	2677	2889	2009
ENSG00000071655	753	702	844	691
ENSG00000071677	0	0	0	0
ENSG00000071794	1433	2061	1781	1728
ENSG00000071859	772	791	861	857
ENSG00000071889	153	164	186	192
ENSG00000071894	3118	3486	3857	3991
ENSG00000071909	3	4	6	3
ENSG00000071967	454	601	749	560
ENSG00000071991	0	0	0	0
ENSG00000071994	1302	1405	1307	871
ENSG00000072041	1	0	0	0
ENSG00000072042	1076	1444	1330	1379
ENSG00000072062	1506	1740	1670	1839
ENSG00000072071	1685	1944	2072	2124
ENSG00000072080	0	0	0	0
ENSG00000072110	3455	4767	3898	4967
ENSG00000072121	296	483	437	446
ENSG00000072133	0	0	0	0
ENSG00000072134	1407	1714	1355	1699
ENSG00000072135	449	460	423	440
ENSG00000072163	54	46	59	66
ENSG00000072182	1	6	7	10
ENSG00000072195	510	447	664	608
ENSG00000072201	61	131	65	135
ENSG00000072210	1567	1845	1964	1679
ENSG00000072274	5019	6373	7340	5724
ENSG00000072310	1903	2181	1850	2124
ENSG00000072315	0	0	0	0
ENSG00000072364	1029	1761	1154	1409
ENSG00000072401	236	353	315	242
ENSG00000072415	148	156	167	175
ENSG00000072422	71	116	66	72
ENSG00000072501	2763	3855	3311	2655
ENSG00000072506	1305	1277	1381	1045
ENSG00000072518	960	1221	1118	1192
ENSG00000072571	1228	1604	1142	822
ENSG00000072609	0	0	0	0
ENSG00000072657	82	90	117	94
ENSG00000072682	618	673	779	815
ENSG00000072694	1	0	0	0
ENSG00000072736	745	930	837	631
ENSG00000072756	292	363	320	219
ENSG00000072778	4669	5139	5405	5911
ENSG00000072786	645	906	1009	1138
ENSG00000072803	884	1378	1235	1182
ENSG00000072818	2	3	1	4
ENSG00000072832	0	0	0	0
ENSG00000072840	0	0	3	5
ENSG00000072849	357	386	297	230
ENSG00000072858	0	1	0	1
ENSG00000072864	566	739	699	656
ENSG00000072952	123	131	133	83
ENSG00000072954	235	280	300	266
ENSG00000072958	841	1054	1229	1213
ENSG00000073008	1638	1913	2149	1665
ENSG00000073050	451	396	418	337
ENSG00000073060	2172	2442	2237	2123
ENSG00000073067	1	0	0	0
ENSG00000073111	3215	3721	2918	2127
ENSG00000073146	1	0	0	0
ENSG00000073150	92	131	157	151
ENSG00000073169	326	317	418	432
ENSG00000073282	0	1	3	3
ENSG00000073331	164	273	242	262
ENSG00000073350	2139	2413	2376	3139
ENSG00000073417	688	969	879	870
ENSG00000073464	106	144	157	139
ENSG00000073536	932	927	882	716
ENSG00000073578	2455	2962	2571	2425
ENSG00000073584	2152	2806	2069	1604
ENSG00000073598	0	0	0	0
ENSG00000073605	229	225	284	295
ENSG00000073614	584	766	689	676
ENSG00000073670	172	113	220	181
ENSG00000073711	238	365	218	300
ENSG00000073712	649	809	866	688
ENSG00000073734	0	1	0	1
ENSG00000073737	6	7	7	9
ENSG00000073754	0	0	0	0
ENSG00000073756	42	39	27	46
ENSG00000073792	2543	3559	3307	3217
ENSG00000073803	235	328	287	283
ENSG00000073849	310	400	359	356
ENSG00000073861	1	0	2	0
ENSG00000073905	1	4	5	1
ENSG00000073910	37	55	22	54
ENSG00000073921	1933	2555	2622	2383
ENSG00000073969	1618	2103	2195	1793
ENSG00000074047	133	175	105	109
ENSG00000074054	1005	1205	1033	993
ENSG00000074071	1517	1292	1535	927
ENSG00000074181	935	1055	927	1572
ENSG00000074201	1760	2004	1393	1067
ENSG00000074211	817	1153	929	1076
ENSG00000074219	305	268	253	246
ENSG00000074266	441	468	519	326
ENSG00000074276	1	1	2	3
ENSG00000074317	0	1	1	1
ENSG00000074319	957	1408	1178	1131
ENSG00000074356	1016	1334	1260	1013
ENSG00000074370	638	756	671	823
ENSG00000074410	225	247	178	170
ENSG00000074416	235	295	358	409
ENSG00000074527	82	118	237	164
ENSG00000074582	511	503	496	404
ENSG00000074590	215	290	203	257
ENSG00000074603	548	763	630	562
ENSG00000074621	136	212	153	170
ENSG00000074657	200	220	323	270
ENSG00000074660	25	21	19	24
ENSG00000074695	224	234	243	217
ENSG00000074696	1908	2575	2420	2017
ENSG00000074706	0	3	0	1
ENSG00000074755	734	840	747	891
ENSG00000074771	0	0	0	0
ENSG00000074800	40417	45486	45318	41815
ENSG00000074803	0	0	0	0
ENSG00000074842	1122	950	1294	968
ENSG00000074855	282	251	271	286
ENSG00000074935	293	362	375	273
ENSG00000074964	292	344	333	414
ENSG00000074966	12	29	22	21
ENSG00000075035	0	1	0	0
ENSG00000075043	819	848	922	815
ENSG00000075073	0	0	1	1
ENSG00000075089	405	530	456	389
ENSG00000075131	407	439	443	248
ENSG00000075142	862	1044	979	676
ENSG00000075151	1268	1779	1801	1757
ENSG00000075188	856	955	929	591
ENSG00000075213	411	496	673	478
ENSG00000075218	780	843	866	668
ENSG00000075223	675	1268	1108	1169
ENSG00000075234	351	415	378	299
ENSG00000075239	1761	1817	1844	1289
ENSG00000075240	430	441	492	501
ENSG00000075275	953	1302	1106	1442
ENSG00000075290	0	0	0	0
ENSG00000075292	1875	2213	2101	1635
ENSG00000075303	289	453	297	353
ENSG00000075336	430	516	444	310
ENSG00000075340	0	0	0	0
ENSG00000075388	0	0	0	0
ENSG00000075391	462	677	853	685
ENSG00000075399	40	57	79	141
ENSG00000075407	650	819	747	507
ENSG00000075413	1378	1706	1761	1694
ENSG00000075415	9035	8535	10442	6112
ENSG00000075420	625	904	1117	1087
ENSG00000075426	928	1183	1613	1191
ENSG00000075429	0	0	0	0
ENSG00000075461	0	0	0	0
ENSG00000075539	1029	1514	1377	1370
ENSG00000075568	1548	2183	2049	1931
ENSG00000075618	6278	6869	6927	7538
ENSG00000075624	32944	42220	49371	48237
ENSG00000075643	303	422	269	272
ENSG00000075651	169	236	201	184
ENSG00000075673	3	15	8	17
ENSG00000075702	557	682	527	526
ENSG00000075711	843	922	938	779
ENSG00000075785	4024	5136	5086	4444
ENSG00000075790	441	563	460	392
ENSG00000075826	377	350	500	429
ENSG00000075856	1584	1968	1871	1337
ENSG00000075884	0	0	0	1
ENSG00000075886	1	1	0	0
ENSG00000075891	100	91	103	106
ENSG00000075914	685	755	999	632
ENSG00000075945	270	365	285	388
ENSG00000075975	769	858	957	676
ENSG00000076003	2749	3542	3017	2135
ENSG00000076043	824	710	989	586
ENSG00000076053	448	597	470	431
ENSG00000076067	519	693	841	850
ENSG00000076108	2677	3841	3909	4138
ENSG00000076201	1126	1376	1176	1469
ENSG00000076242	124	136	130	108
ENSG00000076248	1703	1594	1502	838
ENSG00000076258	35	66	32	40
ENSG00000076321	277	348	324	281
ENSG00000076344	0	0	0	0
ENSG00000076351	433	538	630	495
ENSG00000076356	77	125	75	137
ENSG00000076382	1656	1924	1711	1241
ENSG00000076513	678	1079	935	1044
ENSG00000076554	1626	2371	2021	1840
ENSG00000076555	173	258	143	206
ENSG00000076604	1470	1712	1911	1895
ENSG00000076641	162	245	180	270
ENSG00000076650	197	245	198	205
ENSG00000076662	50	60	57	46
ENSG00000076685	1265	1484	1568	1294
ENSG00000076706	334	213	202	138
ENSG00000076716	400	508	369	326
ENSG00000076770	165	207	145	125
ENSG00000076826	631	738	747	792
ENSG00000076864	504	642	488	581
ENSG00000076924	1962	2395	1884	2094
ENSG00000076928	1552	1702	1920	1943
ENSG00000076944	1251	1584	1451	1734
ENSG00000076984	780	842	897	773
ENSG00000077009	0	0	0	0
ENSG00000077044	1075	1275	1078	1348
ENSG00000077063	139	240	183	211
ENSG00000077080	0	0	0	0
ENSG00000077092	0	0	0	0
ENSG00000077097	2353	3246	2651	2301
ENSG00000077147	1825	2492	2376	1876
ENSG00000077150	1522	1757	1605	1916
ENSG00000077152	790	891	833	565
ENSG00000077157	234	298	241	241
ENSG00000077232	1562	2119	1937	1720
ENSG00000077235	2796	3613	3429	3896
ENSG00000077238	659	1061	786	1083
ENSG00000077254	1055	1445	1424	1294
ENSG00000077264	0	0	0	0
ENSG00000077274	4	5	10	10
ENSG00000077279	0	0	1	0
ENSG00000077312	1568	1838	2019	1550
ENSG00000077327	0	0	1	0
ENSG00000077348	430	412	430	321
ENSG00000077380	947	1320	1182	1153
ENSG00000077420	0	0	0	0
ENSG00000077454	466	516	512	612
ENSG00000077458	142	241	232	193
ENSG00000077463	409	382	449	441
ENSG00000077498	0	0	0	0
ENSG00000077514	345	404	324	217
ENSG00000077522	4	6	9	5
ENSG00000077549	2543	2867	3211	2829
ENSG00000077585	157	227	136	149
ENSG00000077616	3	0	0	0
ENSG00000077684	551	614	603	474
ENSG00000077713	306	378	325	321
ENSG00000077721	858	1014	1193	818
ENSG00000077782	1396	1759	2471	2624
ENSG00000077800	1	0	1	0
ENSG00000077935	1	2	2	1
ENSG00000077942	386	393	366	344
ENSG00000077943	0	0	1	2
ENSG00000077984	0	0	0	0
ENSG00000078018	262	461	389	623
ENSG00000078043	409	642	521	460
ENSG00000078053	0	0	0	0
ENSG00000078061	604	872	740	904
ENSG00000078070	199	255	184	231
ENSG00000078081	153	222	189	278
ENSG00000078098	0	0	0	0
ENSG00000078114	394	533	523	477
ENSG00000078124	419	554	472	495
ENSG00000078140	1992	2837	2165	1748
ENSG00000078142	461	603	527	513
ENSG00000078177	221	344	212	215
ENSG00000078237	360	566	495	398
ENSG00000078246	259	487	679	762
ENSG00000078269	672	588	667	540
ENSG00000078295	0	0	0	0
ENSG00000078304	1366	1863	1606	1370
ENSG00000078319	109	115	96	67
ENSG00000078328	1	0	0	0
ENSG00000078369	5889	7792	7379	6797
ENSG00000078399	1257	1333	1167	736
ENSG00000078401	10	11	8	15
ENSG00000078403	823	1116	789	806
ENSG00000078487	12	16	4	9
ENSG00000078549	3	5	2	4
ENSG00000078579	0	0	0	0
ENSG00000078589	0	0	0	0
ENSG00000078596	0	0	0	0
ENSG00000078618	3206	4045	3758	3307
ENSG00000078668	2313	2452	2773	1773
ENSG00000078674	2046	2897	2236	1849
ENSG00000078687	296	408	350	424
ENSG00000078699	279	417	315	348
ENSG00000078725	0	0	0	0
ENSG00000078747	1847	2887	2854	2753
ENSG00000078795	0	0	1	0
ENSG00000078804	145	226	228	297
